year,month,day,week,temp_2,temp_1,average,actual,forecast_noaa,forecast_acc,forecast_under,friend
2016,12,6,Tues,7.8,4.4,8.0,5.6,6.7,10.0,7.2,13.3
2016,12,7,Wed,4.4,5.6,7.9,4.4,6.7,10.6,7.8,16.7
2016,12,8,Thurs,5.6,4.4,7.8,5.0,7.2,10.6,8.3,2.2
2016,12,9,Fri,4.4,5.0,7.8,2.2,6.1,10.6,6.7,12.2
2016,12,10,Sat,5.0,2.2,7.7,6.7,6.7,8.9,6.7,18.3
2016,12,11,Sun,2.2,6.7,7.6,6.7,5.0,7.8,8.3,1.7
2016,12,12,Mon,6.7,6.7,7.6,6.1,6.1,10.0,7.2,5.6
2016,12,13,Tues,6.7,6.1,7.5,4.4,5.0,8.3,7.8,7.8
2016,12,14,Wed,6.1,4.4,7.4,3.9,7.2,8.9,7.2,9.4
2016,12,15,Thurs,4.4,3.9,7.4,3.9,7.2,9.4,8.3,7.8
2016,12,16,Fri,3.9,3.9,7.4,1.7,6.7,9.4,6.7,3.9
2016,12,17,Sat,3.9,1.7,7.3,1.7,6.1,8.3,7.8,3.3
2016,12,18,Sun,1.7,1.7,7.3,3.9,6.7,7.8,7.8,2.2
2016,12,19,Mon,1.7,3.9,7.3,7.8,5.6,7.8,7.2,10.6
2016,12,20,Tues,3.9,7.8,7.3,10.6,7.2,9.4,7.2,16.7
2016,12,21,Wed,7.8,10.6,7.3,9.4,6.7,10.0,7.8,3.9
2016,12,22,Thurs,10.6,9.4,7.3,7.2,5.6,8.3,7.8,3.3
2016,12,23,Fri,9.4,7.2,7.3,4.4,7.2,9.4,6.7,1.7
2016,12,24,Sat,7.2,4.4,7.3,5.0,6.7,8.3,7.8,3.9
2016,12,25,Sun,4.4,5.0,7.3,5.6,5.6,9.4,6.7,-0.6
2016,12,26,Mon,5.0,5.6,7.3,5.6,7.2,8.9,7.8,14.4
2016,12,27,Tues,5.6,5.6,7.3,8.3,5.0,10.0,8.3,8.3
2016,12,28,Wed,5.6,8.3,7.4,8.9,5.0,9.4,6.7,14.4
2016,12,29,Thurs,8.3,8.9,7.4,8.9,6.1,10.0,7.2,18.3
2016,12,30,Fri,8.9,8.9,7.4,13.9,6.7,7.8,6.7,5.6
2016,12,31,Sat,8.9,13.9,7.5,4.4,5.6,8.9,8.3,13.9
